Tipo_dato,Territorio,TIME,Value
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2009,447
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2010,432
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2011,406
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2012,414
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2013,425
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2014,440
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2015,400
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2016,412
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2017,397
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2018,389
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2019,380
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2020,376
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2021,381
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2022,365
colazione con latte e del cibo,Trentino Alto Adige / Südtirol,2023,392
pranzo al ristorante o trattoria,Campania,1993,48
pranzo al ristorante o trattoria,Campania,1994,66
pranzo al ristorante o trattoria,Campania,1995,73
pranzo al ristorante o trattoria,Campania,1996,69
pranzo al ristorante o trattoria,Campania,1997,61
pranzo al ristorante o trattoria,Campania,1998,61
pranzo al ristorante o trattoria,Campania,1999,66
pranzo al ristorante o trattoria,Campania,2000,74
pranzo al ristorante o trattoria,Campania,2001,69
pranzo al ristorante o trattoria,Campania,2002,33
pranzo al ristorante o trattoria,Campania,2003,93
pranzo al ristorante o trattoria,Campania,2005,80
pranzo al ristorante o trattoria,Campania,2006,91
pranzo al ristorante o trattoria,Campania,2007,85
pranzo al ristorante o trattoria,Campania,2008,62
pranzo al ristorante o trattoria,Campania,2009,91
pranzo al ristorante o trattoria,Campania,2010,105
pranzo al ristorante o trattoria,Campania,2011,84
pranzo al ristorante o trattoria,Campania,2012,72
pranzo al ristorante o trattoria,Campania,2013,72
pranzo al ristorante o trattoria,Campania,2014,63
pranzo al ristorante o trattoria,Campania,2015,72
pranzo al ristorante o trattoria,Campania,2016,58
pranzo al ristorante o trattoria,Campania,2017,73
pranzo al ristorante o trattoria,Campania,2018,49
pranzo al ristorante o trattoria,Campania,2019,83
pranzo al ristorante o trattoria,Campania,2020,55
pranzo al ristorante o trattoria,Campania,2021,62
pranzo al ristorante o trattoria,Campania,2022,45
pranzo al ristorante o trattoria,Campania,2023,51
pasto principale il pranzo,Toscana,1993,2550
pasto principale il pranzo,Toscana,1994,2486
pasto principale il pranzo,Toscana,1995,2383
pasto principale il pranzo,Toscana,1996,2358
pasto principale il pranzo,Toscana,1997,2247
pasto principale il pranzo,Toscana,1998,2223
pasto principale il pranzo,Toscana,1999,2367
pasto principale il pranzo,Toscana,2000,2324
pasto principale il pranzo,Toscana,2001,2225
pasto principale il pranzo,Toscana,2002,2186
pasto principale il pranzo,Toscana,2003,2186
pasto principale il pranzo,Toscana,2005,2117
pasto principale il pranzo,Toscana,2006,2251
pasto principale il pranzo,Toscana,2007,2158
pasto principale il pranzo,Toscana,2008,2120
pasto principale il pranzo,Toscana,2009,2207
pasto principale il pranzo,Toscana,2010,2202
pasto principale il pranzo,Toscana,2011,2147
pasto principale il pranzo,Toscana,2012,2208
pasto principale il pranzo,Toscana,2013,2156
pasto principale il pranzo,Toscana,2014,2175
pasto principale il pranzo,Toscana,2015,2301
pasto principale il pranzo,Toscana,2016,2235
pasto principale il pranzo,Toscana,2017,2254
pasto principale il pranzo,Toscana,2018,2213
pasto principale il pranzo,Toscana,2019,2180
pasto principale il pranzo,Toscana,2020,2207
pasto principale il pranzo,Toscana,2021,2127
pasto principale il pranzo,Toscana,2022,2142
pasto principale il pranzo,Toscana,2023,2161
pranzo al ristorante o trattoria,Sardegna,1993,7
pranzo al ristorante o trattoria,Sardegna,1994,11
pranzo al ristorante o trattoria,Sardegna,1995,17
pranzo al ristorante o trattoria,Sardegna,1996,13
pranzo al ristorante o trattoria,Sardegna,1997,16
pranzo al ristorante o trattoria,Sardegna,1998,13
pranzo al ristorante o trattoria,Sardegna,1999,14
pranzo al ristorante o trattoria,Sardegna,2000,14
pranzo al ristorante o trattoria,Sardegna,2001,18
pranzo al ristorante o trattoria,Sardegna,2002,11
pranzo al ristorante o trattoria,Sardegna,2003,16
pranzo al ristorante o trattoria,Sardegna,2005,21
pranzo al ristorante o trattoria,Sardegna,2006,12
pranzo al ristorante o trattoria,Sardegna,2007,21
pranzo al ristorante o trattoria,Sardegna,2008,22
pranzo al ristorante o trattoria,Sardegna,2009,28
pranzo al ristorante o trattoria,Sardegna,2010,14
pranzo al ristorante o trattoria,Sardegna,2011,15
pranzo al ristorante o trattoria,Sardegna,2012,7
pranzo al ristorante o trattoria,Sardegna,2013,14
pranzo al ristorante o trattoria,Sardegna,2014,10
pranzo al ristorante o trattoria,Sardegna,2015,12
pranzo al ristorante o trattoria,Sardegna,2016,20
pranzo al ristorante o trattoria,Sardegna,2017,11
pranzo al ristorante o trattoria,Sardegna,2018,13
pranzo al ristorante o trattoria,Sardegna,2019,17
pranzo al ristorante o trattoria,Sardegna,2020,11
pranzo al ristorante o trattoria,Sardegna,2021,6
pranzo al ristorante o trattoria,Sardegna,2022,16
pranzo al ristorante o trattoria,Sardegna,2023,11
pranzo sul posto di lavoro,Sud,1993,0
pranzo sul posto di lavoro,Sud,1994,0
pranzo sul posto di lavoro,Sud,1995,0
pranzo sul posto di lavoro,Sud,1996,0
pranzo sul posto di lavoro,Sud,1997,490
pranzo sul posto di lavoro,Sud,1998,595
pranzo sul posto di lavoro,Sud,1999,571
pranzo sul posto di lavoro,Sud,2000,652
pranzo sul posto di lavoro,Sud,2001,564
pranzo sul posto di lavoro,Sud,2002,644
pranzo sul posto di lavoro,Sud,2003,496
pranzo sul posto di lavoro,Sud,2005,661
pranzo sul posto di lavoro,Sud,2006,613
pranzo sul posto di lavoro,Sud,2007,675
pranzo sul posto di lavoro,Sud,2008,618
pranzo sul posto di lavoro,Sud,2009,564
pranzo sul posto di lavoro,Sud,2010,658
pranzo sul posto di lavoro,Sud,2011,707
pranzo sul posto di lavoro,Sud,2012,680
pranzo sul posto di lavoro,Sud,2013,684
pranzo sul posto di lavoro,Sud,2014,660
pranzo sul posto di lavoro,Sud,2015,675
pranzo sul posto di lavoro,Sud,2016,758
pranzo sul posto di lavoro,Sud,2017,838
pranzo sul posto di lavoro,Sud,2018,870
pranzo sul posto di lavoro,Sud,2019,817
pranzo sul posto di lavoro,Sud,2020,760
pranzo sul posto di lavoro,Sud,2021,815
pranzo sul posto di lavoro,Sud,2022,769
pranzo sul posto di lavoro,Sud,2023,912
colazione con latte e del cibo,Nord-est,1993,0
colazione con latte e del cibo,Nord-est,1994,0
colazione con latte e del cibo,Nord-est,1995,0
colazione con latte e del cibo,Nord-est,1996,4888
colazione con latte e del cibo,Nord-est,1997,4704
colazione con latte e del cibo,Nord-est,1998,4538
colazione con latte e del cibo,Nord-est,1999,4575
colazione con latte e del cibo,Nord-est,2000,4163
colazione con latte e del cibo,Nord-est,2001,4371
colazione con latte e del cibo,Nord-est,2002,4393
colazione con latte e del cibo,Nord-est,2003,4468
colazione con latte e del cibo,Nord-est,2005,4999
colazione con latte e del cibo,Nord-est,2006,4824
colazione con latte e del cibo,Nord-est,2007,4921
colazione con latte e del cibo,Nord-est,2008,4971
colazione con latte e del cibo,Nord-est,2009,4765
colazione con latte e del cibo,Nord-est,2010,4815
colazione con latte e del cibo,Nord-est,2011,4925
colazione con latte e del cibo,Nord-est,2012,5099
colazione con latte e del cibo,Nord-est,2013,4990
colazione con latte e del cibo,Nord-est,2014,5019
colazione con latte e del cibo,Nord-est,2015,4747
colazione con latte e del cibo,Nord-est,2016,4954
colazione con latte e del cibo,Nord-est,2017,4638
colazione con latte e del cibo,Nord-est,2018,4474
colazione con latte e del cibo,Nord-est,2019,4204
colazione con latte e del cibo,Nord-est,2020,4331
colazione con latte e del cibo,Nord-est,2021,4323
colazione con latte e del cibo,Nord-est,2022,4279
colazione con latte e del cibo,Nord-est,2023,4073
pranzo al bar,Nord,1993,526
pranzo al bar,Nord,1994,525
pranzo al bar,Nord,1995,643
pranzo al bar,Nord,1996,684
pranzo al bar,Nord,1997,628
pranzo al bar,Nord,1998,626
pranzo al bar,Nord,1999,655
pranzo al bar,Nord,2000,729
pranzo al bar,Nord,2001,815
pranzo al bar,Nord,2002,726
pranzo al bar,Nord,2003,893
pranzo al bar,Nord,2005,846
pranzo al bar,Nord,2006,950
pranzo al bar,Nord,2007,860
pranzo al bar,Nord,2008,904
pranzo al bar,Nord,2009,954
pranzo al bar,Nord,2010,899
pranzo al bar,Nord,2011,870
pranzo al bar,Nord,2012,910
pranzo al bar,Nord,2013,841
pranzo al bar,Nord,2014,693
pranzo al bar,Nord,2015,787
pranzo al bar,Nord,2016,727
pranzo al bar,Nord,2017,670
pranzo al bar,Nord,2018,715
pranzo al bar,Nord,2019,597
pranzo al bar,Nord,2020,503
pranzo al bar,Nord,2021,350
pranzo al bar,Nord,2022,435
pranzo al bar,Nord,2023,472
colazione adeguata (con latte e/o del cibo),Piemonte,1993,2705
colazione adeguata (con latte e/o del cibo),Piemonte,1994,2849
colazione adeguata (con latte e/o del cibo),Piemonte,1995,2926
colazione adeguata (con latte e/o del cibo),Piemonte,1996,3087
colazione adeguata (con latte e/o del cibo),Piemonte,1997,2934
colazione adeguata (con latte e/o del cibo),Piemonte,1998,3068
colazione adeguata (con latte e/o del cibo),Piemonte,1999,3155
colazione adeguata (con latte e/o del cibo),Piemonte,2000,3089
colazione adeguata (con latte e/o del cibo),Piemonte,2001,3024
colazione adeguata (con latte e/o del cibo),Piemonte,2002,3167
colazione adeguata (con latte e/o del cibo),Piemonte,2003,3170
colazione adeguata (con latte e/o del cibo),Piemonte,2005,3252
colazione adeguata (con latte e/o del cibo),Piemonte,2006,3216
colazione adeguata (con latte e/o del cibo),Piemonte,2007,3282
colazione adeguata (con latte e/o del cibo),Piemonte,2008,3396
colazione adeguata (con latte e/o del cibo),Piemonte,2009,3323
colazione adeguata (con latte e/o del cibo),Piemonte,2010,3337
colazione adeguata (con latte e/o del cibo),Piemonte,2011,3447
colazione adeguata (con latte e/o del cibo),Piemonte,2012,3453
colazione adeguata (con latte e/o del cibo),Piemonte,2013,3496
colazione adeguata (con latte e/o del cibo),Piemonte,2014,3411
colazione adeguata (con latte e/o del cibo),Piemonte,2015,3488
colazione adeguata (con latte e/o del cibo),Piemonte,2016,3484
colazione adeguata (con latte e/o del cibo),Piemonte,2017,3455
colazione adeguata (con latte e/o del cibo),Piemonte,2018,3396
colazione adeguata (con latte e/o del cibo),Piemonte,2019,3417
colazione adeguata (con latte e/o del cibo),Piemonte,2020,3432
colazione adeguata (con latte e/o del cibo),Piemonte,2021,3467
colazione adeguata (con latte e/o del cibo),Piemonte,2022,3374
colazione adeguata (con latte e/o del cibo),Piemonte,2023,3301
pranzo al ristorante o trattoria,centro area metropolitana,1993,226
pranzo al ristorante o trattoria,centro area metropolitana,1994,298
pranzo al ristorante o trattoria,centro area metropolitana,1995,392
pranzo al ristorante o trattoria,centro area metropolitana,1996,368
pranzo al ristorante o trattoria,centro area metropolitana,1997,281
pranzo al ristorante o trattoria,centro area metropolitana,1998,237
pranzo al ristorante o trattoria,centro area metropolitana,1999,251
pranzo al ristorante o trattoria,centro area metropolitana,2000,327
pranzo al ristorante o trattoria,centro area metropolitana,2001,319
pranzo al ristorante o trattoria,centro area metropolitana,2002,282
pranzo al ristorante o trattoria,centro area metropolitana,2003,330
pranzo al ristorante o trattoria,centro area metropolitana,2005,316
pranzo al ristorante o trattoria,centro area metropolitana,2006,289
pranzo al ristorante o trattoria,centro area metropolitana,2007,327
pranzo al ristorante o trattoria,centro area metropolitana,2008,303
pranzo al ristorante o trattoria,centro area metropolitana,2009,389
pranzo al ristorante o trattoria,centro area metropolitana,2010,361
pranzo al ristorante o trattoria,centro area metropolitana,2011,336
pranzo al ristorante o trattoria,centro area metropolitana,2012,300
pranzo al ristorante o trattoria,centro area metropolitana,2013,348
pranzo al ristorante o trattoria,centro area metropolitana,2014,252
pranzo al ristorante o trattoria,centro area metropolitana,2015,349
pranzo al ristorante o trattoria,centro area metropolitana,2016,311
pranzo al ristorante o trattoria,centro area metropolitana,2017,252
pranzo al ristorante o trattoria,centro area metropolitana,2018,262
pranzo al ristorante o trattoria,centro area metropolitana,2019,357
pranzo al ristorante o trattoria,centro area metropolitana,2020,281
pranzo al ristorante o trattoria,centro area metropolitana,2021,196
pranzo al ristorante o trattoria,centro area metropolitana,2022,248
pranzo al ristorante o trattoria,centro area metropolitana,2023,271
colazione con latte e del cibo,Sud,1993,0
colazione con latte e del cibo,Sud,1994,0
colazione con latte e del cibo,Sud,1995,0
colazione con latte e del cibo,Sud,1996,5726
colazione con latte e del cibo,Sud,1997,5743
colazione con latte e del cibo,Sud,1998,5659
colazione con latte e del cibo,Sud,1999,5671
colazione con latte e del cibo,Sud,2000,5477
colazione con latte e del cibo,Sud,2001,4866
colazione con latte e del cibo,Sud,2002,5443
colazione con latte e del cibo,Sud,2003,5591
colazione con latte e del cibo,Sud,2005,6015
colazione con latte e del cibo,Sud,2006,5988
colazione con latte e del cibo,Sud,2007,6147
colazione con latte e del cibo,Sud,2008,6263
colazione con latte e del cibo,Sud,2009,6560
colazione con latte e del cibo,Sud,2010,6392
colazione con latte e del cibo,Sud,2011,6374
colazione con latte e del cibo,Sud,2012,6120
colazione con latte e del cibo,Sud,2013,6266
colazione con latte e del cibo,Sud,2014,6184
colazione con latte e del cibo,Sud,2015,6469
colazione con latte e del cibo,Sud,2016,6017
colazione con latte e del cibo,Sud,2017,5871
colazione con latte e del cibo,Sud,2018,5794
colazione con latte e del cibo,Sud,2019,5551
colazione con latte e del cibo,Sud,2020,5348
colazione con latte e del cibo,Sud,2021,5486
colazione con latte e del cibo,Sud,2022,5397
colazione con latte e del cibo,Sud,2023,5282
pasto principale la cena,Lazio,1993,1205
pasto principale la cena,Lazio,1994,1239
pasto principale la cena,Lazio,1995,1194
pasto principale la cena,Lazio,1996,1638
pasto principale la cena,Lazio,1997,1523
pasto principale la cena,Lazio,1998,1399
pasto principale la cena,Lazio,1999,1436
pasto principale la cena,Lazio,2000,1531
pasto principale la cena,Lazio,2001,1415
pasto principale la cena,Lazio,2002,1393
pasto principale la cena,Lazio,2003,1381
pasto principale la cena,Lazio,2005,1535
pasto principale la cena,Lazio,2006,1455
pasto principale la cena,Lazio,2007,1442
pasto principale la cena,Lazio,2008,1500
pasto principale la cena,Lazio,2009,1662
pasto principale la cena,Lazio,2010,1589
pasto principale la cena,Lazio,2011,1726
pasto principale la cena,Lazio,2012,1806
pasto principale la cena,Lazio,2013,1729
pasto principale la cena,Lazio,2014,1769
pasto principale la cena,Lazio,2015,1839
pasto principale la cena,Lazio,2016,1847
pasto principale la cena,Lazio,2017,1770
pasto principale la cena,Lazio,2018,1675
pasto principale la cena,Lazio,2019,1808
pasto principale la cena,Lazio,2020,1556
pasto principale la cena,Lazio,2021,1619
pasto principale la cena,Lazio,2022,1740
pasto principale la cena,Lazio,2023,1713
pranzo sul posto di lavoro,Sardegna,1993,0
pranzo sul posto di lavoro,Sardegna,1994,0
pranzo sul posto di lavoro,Sardegna,1995,0
pranzo sul posto di lavoro,Sardegna,1996,0
pranzo sul posto di lavoro,Sardegna,1997,73
pranzo sul posto di lavoro,Sardegna,1998,57
pranzo sul posto di lavoro,Sardegna,1999,58
pranzo sul posto di lavoro,Sardegna,2000,74
pranzo sul posto di lavoro,Sardegna,2001,86
pranzo sul posto di lavoro,Sardegna,2002,87
pranzo sul posto di lavoro,Sardegna,2003,75
pranzo sul posto di lavoro,Sardegna,2005,76
pranzo sul posto di lavoro,Sardegna,2006,76
pranzo sul posto di lavoro,Sardegna,2007,77
pranzo sul posto di lavoro,Sardegna,2008,85
pranzo sul posto di lavoro,Sardegna,2009,81
pranzo sul posto di lavoro,Sardegna,2010,82
pranzo sul posto di lavoro,Sardegna,2011,93
pranzo sul posto di lavoro,Sardegna,2012,91
pranzo sul posto di lavoro,Sardegna,2013,73
pranzo sul posto di lavoro,Sardegna,2014,87
pranzo sul posto di lavoro,Sardegna,2015,107
pranzo sul posto di lavoro,Sardegna,2016,92
pranzo sul posto di lavoro,Sardegna,2017,123
pranzo sul posto di lavoro,Sardegna,2018,99
pranzo sul posto di lavoro,Sardegna,2019,96
pranzo sul posto di lavoro,Sardegna,2020,103
pranzo sul posto di lavoro,Sardegna,2021,99
pranzo sul posto di lavoro,Sardegna,2022,88
pranzo sul posto di lavoro,Sardegna,2023,123
pranzo al bar,Friuli-Venezia Giulia,1993,7
pranzo al bar,Friuli-Venezia Giulia,1994,11
pranzo al bar,Friuli-Venezia Giulia,1995,15
pranzo al bar,Friuli-Venezia Giulia,1996,8
pranzo al bar,Friuli-Venezia Giulia,1997,10
pranzo al bar,Friuli-Venezia Giulia,1998,9
pranzo al bar,Friuli-Venezia Giulia,1999,11
pranzo al bar,Friuli-Venezia Giulia,2000,18
pranzo al bar,Friuli-Venezia Giulia,2001,17
pranzo al bar,Friuli-Venezia Giulia,2002,17
pranzo al bar,Friuli-Venezia Giulia,2003,21
pranzo al bar,Friuli-Venezia Giulia,2005,14
pranzo al bar,Friuli-Venezia Giulia,2006,21
pranzo al bar,Friuli-Venezia Giulia,2007,25
pranzo al bar,Friuli-Venezia Giulia,2008,16
pranzo al bar,Friuli-Venezia Giulia,2009,23
pranzo al bar,Friuli-Venezia Giulia,2010,19
pranzo al bar,Friuli-Venezia Giulia,2011,17
pranzo al bar,Friuli-Venezia Giulia,2012,22
