Tipo_dato,Sesso,Classe_di_età,TIME,Value
pranzo sul posto di lavoro,femmine,55-59 anni,2022,351
pranzo sul posto di lavoro,femmine,55-59 anni,2023,287
colazione con latte e del cibo,maschi,55-59 anni,1994,0
colazione con latte e del cibo,maschi,55-59 anni,1995,0
colazione con latte e del cibo,maschi,55-59 anni,1996,577
colazione con latte e del cibo,maschi,55-59 anni,1997,574
colazione con latte e del cibo,maschi,55-59 anni,1998,519
colazione con latte e del cibo,maschi,55-59 anni,1999,534
colazione con latte e del cibo,maschi,55-59 anni,2000,474
colazione con latte e del cibo,maschi,55-59 anni,2001,515
colazione con latte e del cibo,maschi,55-59 anni,2002,496
colazione con latte e del cibo,maschi,55-59 anni,2003,593
colazione con latte e del cibo,maschi,55-59 anni,2005,648
colazione con latte e del cibo,maschi,55-59 anni,2006,650
colazione con latte e del cibo,maschi,55-59 anni,2007,629
colazione con latte e del cibo,maschi,55-59 anni,2008,668
colazione con latte e del cibo,maschi,55-59 anni,2009,689
colazione con latte e del cibo,maschi,55-59 anni,2010,649
colazione con latte e del cibo,maschi,55-59 anni,2011,667
colazione con latte e del cibo,maschi,55-59 anni,2012,700
colazione con latte e del cibo,maschi,55-59 anni,2013,709
colazione con latte e del cibo,maschi,55-59 anni,2014,682
colazione con latte e del cibo,maschi,55-59 anni,2015,717
colazione con latte e del cibo,maschi,55-59 anni,2016,640
colazione con latte e del cibo,maschi,55-59 anni,2017,660
colazione con latte e del cibo,maschi,55-59 anni,2018,724
colazione con latte e del cibo,maschi,55-59 anni,2019,696
colazione con latte e del cibo,maschi,55-59 anni,2020,749
colazione con latte e del cibo,maschi,55-59 anni,2021,757
colazione con latte e del cibo,maschi,55-59 anni,2022,804
colazione con latte e del cibo,maschi,55-59 anni,2023,765
pranzo al ristorante o trattoria,maschi,20-24 anni,1994,87
pranzo al ristorante o trattoria,maschi,20-24 anni,1995,99
pranzo al ristorante o trattoria,maschi,20-24 anni,1996,81
pranzo al ristorante o trattoria,maschi,20-24 anni,1997,58
pranzo al ristorante o trattoria,maschi,20-24 anni,1998,62
pranzo al ristorante o trattoria,maschi,20-24 anni,1999,61
pranzo al ristorante o trattoria,maschi,20-24 anni,2000,57
pranzo al ristorante o trattoria,maschi,20-24 anni,2001,73
pranzo al ristorante o trattoria,maschi,20-24 anni,2002,82
pranzo al ristorante o trattoria,maschi,20-24 anni,2003,94
pranzo al ristorante o trattoria,maschi,20-24 anni,2005,99
pranzo al ristorante o trattoria,maschi,20-24 anni,2006,63
pranzo al ristorante o trattoria,maschi,20-24 anni,2007,74
pranzo al ristorante o trattoria,maschi,20-24 anni,2008,66
pranzo al ristorante o trattoria,maschi,20-24 anni,2009,87
pranzo al ristorante o trattoria,maschi,20-24 anni,2010,72
pranzo al ristorante o trattoria,maschi,20-24 anni,2011,83
pranzo al ristorante o trattoria,maschi,20-24 anni,2012,58
pranzo al ristorante o trattoria,maschi,20-24 anni,2013,47
pranzo al ristorante o trattoria,maschi,20-24 anni,2014,37
pranzo al ristorante o trattoria,maschi,20-24 anni,2015,51
pranzo al ristorante o trattoria,maschi,20-24 anni,2016,56
pranzo al ristorante o trattoria,maschi,20-24 anni,2017,60
pranzo al ristorante o trattoria,maschi,20-24 anni,2018,80
pranzo al ristorante o trattoria,maschi,20-24 anni,2019,51
pranzo al ristorante o trattoria,maschi,20-24 anni,2020,35
pranzo al ristorante o trattoria,maschi,20-24 anni,2021,46
pranzo al ristorante o trattoria,maschi,20-24 anni,2022,40
pranzo al ristorante o trattoria,maschi,20-24 anni,2023,46
colazione con latte e del cibo,maschi,18-19 anni,1994,0
colazione con latte e del cibo,maschi,18-19 anni,1995,0
colazione con latte e del cibo,maschi,18-19 anni,1996,408
colazione con latte e del cibo,maschi,18-19 anni,1997,379
colazione con latte e del cibo,maschi,18-19 anni,1998,346
colazione con latte e del cibo,maschi,18-19 anni,1999,329
colazione con latte e del cibo,maschi,18-19 anni,2000,300
colazione con latte e del cibo,maschi,18-19 anni,2001,291
colazione con latte e del cibo,maschi,18-19 anni,2002,279
colazione con latte e del cibo,maschi,18-19 anni,2003,294
colazione con latte e del cibo,maschi,18-19 anni,2005,325
colazione con latte e del cibo,maschi,18-19 anni,2006,289
colazione con latte e del cibo,maschi,18-19 anni,2007,274
colazione con latte e del cibo,maschi,18-19 anni,2008,243
colazione con latte e del cibo,maschi,18-19 anni,2009,266
colazione con latte e del cibo,maschi,18-19 anni,2010,294
colazione con latte e del cibo,maschi,18-19 anni,2011,286
colazione con latte e del cibo,maschi,18-19 anni,2012,249
colazione con latte e del cibo,maschi,18-19 anni,2013,269
colazione con latte e del cibo,maschi,18-19 anni,2014,281
colazione con latte e del cibo,maschi,18-19 anni,2015,253
colazione con latte e del cibo,maschi,18-19 anni,2016,288
colazione con latte e del cibo,maschi,18-19 anni,2017,254
colazione con latte e del cibo,maschi,18-19 anni,2018,244
colazione con latte e del cibo,maschi,18-19 anni,2019,245
colazione con latte e del cibo,maschi,18-19 anni,2020,236
colazione con latte e del cibo,maschi,18-19 anni,2021,235
colazione con latte e del cibo,maschi,18-19 anni,2022,202
colazione con latte e del cibo,maschi,18-19 anni,2023,225
pranzo in mensa,femmine,35-44 anni,1994,0
pranzo in mensa,femmine,35-44 anni,1995,0
pranzo in mensa,femmine,35-44 anni,1996,0
pranzo in mensa,femmine,35-44 anni,1997,211
pranzo in mensa,femmine,35-44 anni,1998,223
pranzo in mensa,femmine,35-44 anni,1999,223
pranzo in mensa,femmine,35-44 anni,2000,237
pranzo in mensa,femmine,35-44 anni,2001,210
pranzo in mensa,femmine,35-44 anni,2002,221
pranzo in mensa,femmine,35-44 anni,2003,267
pranzo in mensa,femmine,35-44 anni,2005,246
pranzo in mensa,femmine,35-44 anni,2006,246
pranzo in mensa,femmine,35-44 anni,2007,299
pranzo in mensa,femmine,35-44 anni,2008,244
pranzo in mensa,femmine,35-44 anni,2009,273
pranzo in mensa,femmine,35-44 anni,2010,271
pranzo in mensa,femmine,35-44 anni,2011,245
pranzo in mensa,femmine,35-44 anni,2012,212
pranzo in mensa,femmine,35-44 anni,2013,183
pranzo in mensa,femmine,35-44 anni,2014,210
pranzo in mensa,femmine,35-44 anni,2015,249
pranzo in mensa,femmine,35-44 anni,2016,179
pranzo in mensa,femmine,35-44 anni,2017,179
pranzo in mensa,femmine,35-44 anni,2018,258
pranzo in mensa,femmine,35-44 anni,2019,219
pranzo in mensa,femmine,35-44 anni,2020,182
pranzo in mensa,femmine,35-44 anni,2021,168
pranzo in mensa,femmine,35-44 anni,2022,156
pranzo in mensa,femmine,35-44 anni,2023,236
colazione con latte e del cibo,femmine,20-24 anni,1994,0
colazione con latte e del cibo,femmine,20-24 anni,1995,0
colazione con latte e del cibo,femmine,20-24 anni,1996,972
colazione con latte e del cibo,femmine,20-24 anni,1997,1028
colazione con latte e del cibo,femmine,20-24 anni,1998,926
colazione con latte e del cibo,femmine,20-24 anni,1999,807
colazione con latte e del cibo,femmine,20-24 anni,2000,772
colazione con latte e del cibo,femmine,20-24 anni,2001,733
colazione con latte e del cibo,femmine,20-24 anni,2002,755
colazione con latte e del cibo,femmine,20-24 anni,2003,720
colazione con latte e del cibo,femmine,20-24 anni,2005,717
colazione con latte e del cibo,femmine,20-24 anni,2006,668
colazione con latte e del cibo,femmine,20-24 anni,2007,737
colazione con latte e del cibo,femmine,20-24 anni,2008,676
colazione con latte e del cibo,femmine,20-24 anni,2009,681
colazione con latte e del cibo,femmine,20-24 anni,2010,711
colazione con latte e del cibo,femmine,20-24 anni,2011,685
colazione con latte e del cibo,femmine,20-24 anni,2012,648
colazione con latte e del cibo,femmine,20-24 anni,2013,673
colazione con latte e del cibo,femmine,20-24 anni,2014,630
colazione con latte e del cibo,femmine,20-24 anni,2015,634
colazione con latte e del cibo,femmine,20-24 anni,2016,581
colazione con latte e del cibo,femmine,20-24 anni,2017,573
colazione con latte e del cibo,femmine,20-24 anni,2018,541
colazione con latte e del cibo,femmine,20-24 anni,2019,516
colazione con latte e del cibo,femmine,20-24 anni,2020,495
colazione con latte e del cibo,femmine,20-24 anni,2021,536
colazione con latte e del cibo,femmine,20-24 anni,2022,542
colazione con latte e del cibo,femmine,20-24 anni,2023,567
pranzo in mensa,femmine,60-64 anni,1994,0
pranzo in mensa,femmine,60-64 anni,1995,0
pranzo in mensa,femmine,60-64 anni,1996,0
pranzo in mensa,femmine,60-64 anni,1997,5
pranzo in mensa,femmine,60-64 anni,1998,7
pranzo in mensa,femmine,60-64 anni,1999,7
pranzo in mensa,femmine,60-64 anni,2000,8
pranzo in mensa,femmine,60-64 anni,2001,4
pranzo in mensa,femmine,60-64 anni,2002,7
pranzo in mensa,femmine,60-64 anni,2003,10
pranzo in mensa,femmine,60-64 anni,2005,4
pranzo in mensa,femmine,60-64 anni,2006,5
pranzo in mensa,femmine,60-64 anni,2007,14
pranzo in mensa,femmine,60-64 anni,2008,9
pranzo in mensa,femmine,60-64 anni,2009,3
pranzo in mensa,femmine,60-64 anni,2010,10
pranzo in mensa,femmine,60-64 anni,2011,10
pranzo in mensa,femmine,60-64 anni,2012,8
pranzo in mensa,femmine,60-64 anni,2013,13
pranzo in mensa,femmine,60-64 anni,2014,11
pranzo in mensa,femmine,60-64 anni,2015,48
pranzo in mensa,femmine,60-64 anni,2016,20
pranzo in mensa,femmine,60-64 anni,2017,35
pranzo in mensa,femmine,60-64 anni,2018,46
pranzo in mensa,femmine,60-64 anni,2019,44
pranzo in mensa,femmine,60-64 anni,2020,66
pranzo in mensa,femmine,60-64 anni,2021,54
pranzo in mensa,femmine,60-64 anni,2022,26
pranzo in mensa,femmine,60-64 anni,2023,56
pasto principale la cena,maschi,6-10 anni,1994,177
pasto principale la cena,maschi,6-10 anni,1995,170
pasto principale la cena,maschi,6-10 anni,1996,279
pasto principale la cena,maschi,6-10 anni,1997,227
pasto principale la cena,maschi,6-10 anni,1998,246
pasto principale la cena,maschi,6-10 anni,1999,215
pasto principale la cena,maschi,6-10 anni,2000,241
pasto principale la cena,maschi,6-10 anni,2001,207
pasto principale la cena,maschi,6-10 anni,2002,217
pasto principale la cena,maschi,6-10 anni,2003,215
pasto principale la cena,maschi,6-10 anni,2005,231
pasto principale la cena,maschi,6-10 anni,2006,218
pasto principale la cena,maschi,6-10 anni,2007,250
pasto principale la cena,maschi,6-10 anni,2008,213
pasto principale la cena,maschi,6-10 anni,2009,270
pasto principale la cena,maschi,6-10 anni,2010,262
pasto principale la cena,maschi,6-10 anni,2011,233
pasto principale la cena,maschi,6-10 anni,2012,246
pasto principale la cena,maschi,6-10 anni,2013,341
pasto principale la cena,maschi,6-10 anni,2014,280
pasto principale la cena,maschi,6-10 anni,2015,277
pasto principale la cena,maschi,6-10 anni,2016,295
pasto principale la cena,maschi,6-10 anni,2017,277
pasto principale la cena,maschi,6-10 anni,2018,266
pasto principale la cena,maschi,6-10 anni,2019,271
pasto principale la cena,maschi,6-10 anni,2020,227
pasto principale la cena,maschi,6-10 anni,2021,226
pasto principale la cena,maschi,6-10 anni,2022,230
pasto principale la cena,maschi,6-10 anni,2023,257
pranzo al ristorante o trattoria,maschi,35-44 anni,1994,307
pranzo al ristorante o trattoria,maschi,35-44 anni,1995,347
pranzo al ristorante o trattoria,maschi,35-44 anni,1996,343
pranzo al ristorante o trattoria,maschi,35-44 anni,1997,329
pranzo al ristorante o trattoria,maschi,35-44 anni,1998,341
pranzo al ristorante o trattoria,maschi,35-44 anni,1999,336
pranzo al ristorante o trattoria,maschi,35-44 anni,2000,380
pranzo al ristorante o trattoria,maschi,35-44 anni,2001,414
pranzo al ristorante o trattoria,maschi,35-44 anni,2002,385
pranzo al ristorante o trattoria,maschi,35-44 anni,2003,476
pranzo al ristorante o trattoria,maschi,35-44 anni,2005,464
pranzo al ristorante o trattoria,maschi,35-44 anni,2006,459
pranzo al ristorante o trattoria,maschi,35-44 anni,2007,502
pranzo al ristorante o trattoria,maschi,35-44 anni,2008,516
pranzo al ristorante o trattoria,maschi,35-44 anni,2009,508
pranzo al ristorante o trattoria,maschi,35-44 anni,2010,516
pranzo al ristorante o trattoria,maschi,35-44 anni,2011,459
pranzo al ristorante o trattoria,maschi,35-44 anni,2012,408
pranzo al ristorante o trattoria,maschi,35-44 anni,2013,396
pranzo al ristorante o trattoria,maschi,35-44 anni,2014,356
pranzo al ristorante o trattoria,maschi,35-44 anni,2015,393
pranzo al ristorante o trattoria,maschi,35-44 anni,2016,369
pranzo al ristorante o trattoria,maschi,35-44 anni,2017,364
pranzo al ristorante o trattoria,maschi,35-44 anni,2018,363
pranzo al ristorante o trattoria,maschi,35-44 anni,2019,336
pranzo al ristorante o trattoria,maschi,35-44 anni,2020,257
pranzo al ristorante o trattoria,maschi,35-44 anni,2021,229
pranzo al ristorante o trattoria,maschi,35-44 anni,2022,242
pranzo al ristorante o trattoria,maschi,35-44 anni,2023,261
colazione con latte e del cibo,femmine,15-17 anni,1994,0
colazione con latte e del cibo,femmine,15-17 anni,1995,0
colazione con latte e del cibo,femmine,15-17 anni,1996,513
colazione con latte e del cibo,femmine,15-17 anni,1997,375
colazione con latte e del cibo,femmine,15-17 anni,1998,438
colazione con latte e del cibo,femmine,15-17 anni,1999,413
colazione con latte e del cibo,femmine,15-17 anni,2000,386
colazione con latte e del cibo,femmine,15-17 anni,2001,377
colazione con latte e del cibo,femmine,15-17 anni,2002,395
colazione con latte e del cibo,femmine,15-17 anni,2003,356
colazione con latte e del cibo,femmine,15-17 anni,2005,391
colazione con latte e del cibo,femmine,15-17 anni,2006,378
colazione con latte e del cibo,femmine,15-17 anni,2007,390
colazione con latte e del cibo,femmine,15-17 anni,2008,404
colazione con latte e del cibo,femmine,15-17 anni,2009,421
colazione con latte e del cibo,femmine,15-17 anni,2010,375
colazione con latte e del cibo,femmine,15-17 anni,2011,371
colazione con latte e del cibo,femmine,15-17 anni,2012,340
colazione con latte e del cibo,femmine,15-17 anni,2013,352
colazione con latte e del cibo,femmine,15-17 anni,2014,379
colazione con latte e del cibo,femmine,15-17 anni,2015,343
colazione con latte e del cibo,femmine,15-17 anni,2016,358
colazione con latte e del cibo,femmine,15-17 anni,2017,297
colazione con latte e del cibo,femmine,15-17 anni,2018,325
colazione con latte e del cibo,femmine,15-17 anni,2019,307
colazione con latte e del cibo,femmine,15-17 anni,2020,375
colazione con latte e del cibo,femmine,15-17 anni,2021,304
colazione con latte e del cibo,femmine,15-17 anni,2022,333
colazione con latte e del cibo,femmine,15-17 anni,2023,268
colazione con latte e del cibo,maschi,11-14 anni,1994,0
colazione con latte e del cibo,maschi,11-14 anni,1995,0
colazione con latte e del cibo,maschi,11-14 anni,1996,791
colazione con latte e del cibo,maschi,11-14 anni,1997,760
colazione con latte e del cibo,maschi,11-14 anni,1998,764
colazione con latte e del cibo,maschi,11-14 anni,1999,721
colazione con latte e del cibo,maschi,11-14 anni,2000,696
colazione con latte e del cibo,maschi,11-14 anni,2001,669
colazione con latte e del cibo,maschi,11-14 anni,2002,660
colazione con latte e del cibo,maschi,11-14 anni,2003,693
colazione con latte e del cibo,maschi,11-14 anni,2005,745
colazione con latte e del cibo,maschi,11-14 anni,2006,706
colazione con latte e del cibo,maschi,11-14 anni,2007,702
colazione con latte e del cibo,maschi,11-14 anni,2008,706
colazione con latte e del cibo,maschi,11-14 anni,2009,615
colazione con latte e del cibo,maschi,11-14 anni,2010,688
colazione con latte e del cibo,maschi,11-14 anni,2011,677
colazione con latte e del cibo,maschi,11-14 anni,2012,683
colazione con latte e del cibo,maschi,11-14 anni,2013,657
colazione con latte e del cibo,maschi,11-14 anni,2014,664
colazione con latte e del cibo,maschi,11-14 anni,2015,662
colazione con latte e del cibo,maschi,11-14 anni,2016,634
colazione con latte e del cibo,maschi,11-14 anni,2017,622
colazione con latte e del cibo,maschi,11-14 anni,2018,604
colazione con latte e del cibo,maschi,11-14 anni,2019,620
colazione con latte e del cibo,maschi,11-14 anni,2020,668
colazione con latte e del cibo,maschi,11-14 anni,2021,536
colazione con latte e del cibo,maschi,11-14 anni,2022,552
colazione con latte e del cibo,maschi,11-14 anni,2023,521
pranzo sul posto di lavoro,femmine,65-74 anni,1994,0
pranzo sul posto di lavoro,femmine,65-74 anni,1995,0
pranzo sul posto di lavoro,femmine,65-74 anni,1996,0
pranzo sul posto di lavoro,femmine,65-74 anni,1997,3
pranzo sul posto di lavoro,femmine,65-74 anni,1998,5
pranzo sul posto di lavoro,femmine,65-74 anni,1999,6
pranzo sul posto di lavoro,femmine,65-74 anni,2000,4
pranzo sul posto di lavoro,femmine,65-74 anni,2001,4
pranzo sul posto di lavoro,femmine,65-74 anni,2002,7
pranzo sul posto di lavoro,femmine,65-74 anni,2003,7
pranzo sul posto di lavoro,femmine,65-74 anni,2005,6
pranzo sul posto di lavoro,femmine,65-74 anni,2006,3
pranzo sul posto di lavoro,femmine,65-74 anni,2007,3
pranzo sul posto di lavoro,femmine,65-74 anni,2008,0
pranzo sul posto di lavoro,femmine,65-74 anni,2009,3
pranzo sul posto di lavoro,femmine,65-74 anni,2010,4
pranzo sul posto di lavoro,femmine,65-74 anni,2011,8
pranzo sul posto di lavoro,femmine,65-74 anni,2012,8
pranzo sul posto di lavoro,femmine,65-74 anni,2013,12
pranzo sul posto di lavoro,femmine,65-74 anni,2014,12
pranzo sul posto di lavoro,femmine,65-74 anni,2015,5
pranzo sul posto di lavoro,femmine,65-74 anni,2016,6
pranzo sul posto di lavoro,femmine,65-74 anni,2017,23
pranzo sul posto di lavoro,femmine,65-74 anni,2018,14
pranzo sul posto di lavoro,femmine,65-74 anni,2019,28
pranzo sul posto di lavoro,femmine,65-74 anni,2020,18
pranzo sul posto di lavoro,femmine,65-74 anni,2021,47
pranzo sul posto di lavoro,femmine,65-74 anni,2022,23
pranzo sul posto di lavoro,femmine,65-74 anni,2023,15
pasto principale la cena,maschi,15-17 anni,1994,159
pasto principale la cena,maschi,15-17 anni,1995,184
pasto principale la cena,maschi,15-17 anni,1996,181
pasto principale la cena,maschi,15-17 anni,1997,163
pasto principale la cena,maschi,15-17 anni,1998,168
pasto principale la cena,maschi,15-17 anni,1999,171
pasto principale la cena,maschi,15-17 anni,2000,188
pasto principale la cena,maschi,15-17 anni,2001,166
pasto principale la cena,maschi,15-17 anni,2002,179
