Tipo_dato,Sesso,TIME,Classe_di_età,Titolo_di_studio,Value
pasto principale il pranzo,maschi,2015,6 anni e più,diploma,5808
pasto principale il pranzo,maschi,2016,6 anni e più,diploma,5989
pasto principale il pranzo,maschi,2017,6 anni e più,diploma,5776
pasto principale il pranzo,maschi,2018,6 anni e più,diploma,6227
pasto principale il pranzo,maschi,2019,6 anni e più,diploma,6070
pasto principale il pranzo,maschi,2020,6 anni e più,diploma,5977
pasto principale il pranzo,maschi,2021,6 anni e più,diploma,6259
pasto principale il pranzo,maschi,2022,6 anni e più,diploma,6244
pasto principale il pranzo,maschi,2023,6 anni e più,diploma,6332
pasto principale il pranzo,maschi,1993,45-64 anni,totale,5191
pasto principale il pranzo,maschi,1994,45-64 anni,totale,5139
pasto principale il pranzo,maschi,1995,45-64 anni,totale,5101
pasto principale il pranzo,maschi,1996,45-64 anni,totale,5004
pasto principale il pranzo,maschi,1997,45-64 anni,totale,4948
pasto principale il pranzo,maschi,1998,45-64 anni,totale,4969
pasto principale il pranzo,maschi,1999,45-64 anni,totale,4849
pasto principale il pranzo,maschi,2000,45-64 anni,totale,4728
pasto principale il pranzo,maschi,2001,45-64 anni,totale,4842
pasto principale il pranzo,maschi,2002,45-64 anni,totale,4742
pasto principale il pranzo,maschi,2003,45-64 anni,totale,4748
pasto principale il pranzo,maschi,2005,45-64 anni,totale,4760
pasto principale il pranzo,maschi,2006,45-64 anni,totale,4826
pasto principale il pranzo,maschi,2007,45-64 anni,totale,4730
pasto principale il pranzo,maschi,2008,45-64 anni,totale,4711
pasto principale il pranzo,maschi,2009,45-64 anni,totale,4807
pasto principale il pranzo,maschi,2010,45-64 anni,totale,4926
pasto principale il pranzo,maschi,2011,45-64 anni,totale,4873
pasto principale il pranzo,maschi,2012,45-64 anni,totale,4857
pasto principale il pranzo,maschi,2013,45-64 anni,totale,4962
pasto principale il pranzo,maschi,2014,45-64 anni,totale,4993
pasto principale il pranzo,maschi,2015,45-64 anni,totale,5012
pasto principale il pranzo,maschi,2016,45-64 anni,totale,5000
pasto principale il pranzo,maschi,2017,45-64 anni,totale,5059
pasto principale il pranzo,maschi,2018,45-64 anni,totale,5159
pasto principale il pranzo,maschi,2019,45-64 anni,totale,5069
pasto principale il pranzo,maschi,2020,45-64 anni,totale,5213
pasto principale il pranzo,maschi,2021,45-64 anni,totale,5050
pasto principale il pranzo,maschi,2022,45-64 anni,totale,5043
pasto principale il pranzo,maschi,2023,45-64 anni,totale,4992
colazione adeguata (con latte e/o del cibo),femmine,1993,6 anni e più,licenza di scuola media,4761
colazione adeguata (con latte e/o del cibo),femmine,1994,6 anni e più,licenza di scuola media,5021
colazione adeguata (con latte e/o del cibo),femmine,1995,6 anni e più,licenza di scuola media,5245
colazione adeguata (con latte e/o del cibo),femmine,1996,6 anni e più,licenza di scuola media,5475
colazione adeguata (con latte e/o del cibo),femmine,1997,6 anni e più,licenza di scuola media,5563
colazione adeguata (con latte e/o del cibo),femmine,1998,6 anni e più,licenza di scuola media,5490
colazione adeguata (con latte e/o del cibo),femmine,1999,6 anni e più,licenza di scuola media,5512
colazione adeguata (con latte e/o del cibo),femmine,2000,6 anni e più,licenza di scuola media,5370
colazione adeguata (con latte e/o del cibo),femmine,2001,6 anni e più,licenza di scuola media,5362
colazione adeguata (con latte e/o del cibo),femmine,2002,6 anni e più,licenza di scuola media,5608
colazione adeguata (con latte e/o del cibo),femmine,2003,6 anni e più,licenza di scuola media,5782
colazione adeguata (con latte e/o del cibo),femmine,2005,6 anni e più,licenza di scuola media,5994
colazione adeguata (con latte e/o del cibo),femmine,2006,6 anni e più,licenza di scuola media,6026
colazione adeguata (con latte e/o del cibo),femmine,2007,6 anni e più,licenza di scuola media,5974
colazione adeguata (con latte e/o del cibo),femmine,2008,6 anni e più,licenza di scuola media,6233
colazione adeguata (con latte e/o del cibo),femmine,2009,6 anni e più,licenza di scuola media,6271
colazione adeguata (con latte e/o del cibo),femmine,2010,6 anni e più,licenza di scuola media,6124
colazione adeguata (con latte e/o del cibo),femmine,2011,6 anni e più,licenza di scuola media,6382
colazione adeguata (con latte e/o del cibo),femmine,2012,6 anni e più,licenza di scuola media,6320
colazione adeguata (con latte e/o del cibo),femmine,2013,6 anni e più,licenza di scuola media,6197
colazione adeguata (con latte e/o del cibo),femmine,2014,6 anni e più,licenza di scuola media,6372
colazione adeguata (con latte e/o del cibo),femmine,2015,6 anni e più,licenza di scuola media,6406
colazione adeguata (con latte e/o del cibo),femmine,2016,6 anni e più,licenza di scuola media,6488
colazione adeguata (con latte e/o del cibo),femmine,2017,6 anni e più,licenza di scuola media,6216
colazione adeguata (con latte e/o del cibo),femmine,2018,6 anni e più,licenza di scuola media,6449
colazione adeguata (con latte e/o del cibo),femmine,2019,6 anni e più,licenza di scuola media,6233
colazione adeguata (con latte e/o del cibo),femmine,2020,6 anni e più,licenza di scuola media,6472
colazione adeguata (con latte e/o del cibo),femmine,2021,6 anni e più,licenza di scuola media,5822
colazione adeguata (con latte e/o del cibo),femmine,2022,6 anni e più,licenza di scuola media,6066
colazione adeguata (con latte e/o del cibo),femmine,2023,6 anni e più,licenza di scuola media,5719
pasto principale la cena,femmine,1993,45-64 anni,laurea e post-laurea,83
pasto principale la cena,femmine,1994,45-64 anni,laurea e post-laurea,114
pasto principale la cena,femmine,1995,45-64 anni,laurea e post-laurea,97
pasto principale la cena,femmine,1996,45-64 anni,laurea e post-laurea,133
pasto principale la cena,femmine,1997,45-64 anni,laurea e post-laurea,156
pasto principale la cena,femmine,1998,45-64 anni,laurea e post-laurea,136
pasto principale la cena,femmine,1999,45-64 anni,laurea e post-laurea,151
pasto principale la cena,femmine,2000,45-64 anni,laurea e post-laurea,184
pasto principale la cena,femmine,2001,45-64 anni,laurea e post-laurea,163
pasto principale la cena,femmine,2002,45-64 anni,laurea e post-laurea,194
pasto principale la cena,femmine,2003,45-64 anni,laurea e post-laurea,171
pasto principale la cena,femmine,2005,45-64 anni,laurea e post-laurea,239
pasto principale la cena,femmine,2006,45-64 anni,laurea e post-laurea,222
pasto principale la cena,femmine,2007,45-64 anni,laurea e post-laurea,258
pasto principale la cena,femmine,2008,45-64 anni,laurea e post-laurea,267
pasto principale la cena,femmine,2009,45-64 anni,laurea e post-laurea,291
pasto principale la cena,femmine,2010,45-64 anni,laurea e post-laurea,332
pasto principale la cena,femmine,2011,45-64 anni,laurea e post-laurea,399
pasto principale la cena,femmine,2012,45-64 anni,laurea e post-laurea,393
pasto principale la cena,femmine,2013,45-64 anni,laurea e post-laurea,417
pasto principale la cena,femmine,2014,45-64 anni,laurea e post-laurea,435
pasto principale la cena,femmine,2015,45-64 anni,laurea e post-laurea,474
pasto principale la cena,femmine,2016,45-64 anni,laurea e post-laurea,470
pasto principale la cena,femmine,2017,45-64 anni,laurea e post-laurea,449
pasto principale la cena,femmine,2018,45-64 anni,laurea e post-laurea,473
pasto principale la cena,femmine,2019,45-64 anni,laurea e post-laurea,491
pasto principale la cena,femmine,2020,45-64 anni,laurea e post-laurea,482
pasto principale la cena,femmine,2021,45-64 anni,laurea e post-laurea,552
pasto principale la cena,femmine,2022,45-64 anni,laurea e post-laurea,573
pasto principale la cena,femmine,2023,45-64 anni,laurea e post-laurea,657
pranzo in casa,maschi,1993,6-24 anni,licenza di scuola media,2421
pranzo in casa,maschi,1994,6-24 anni,licenza di scuola media,2331
pranzo in casa,maschi,1995,6-24 anni,licenza di scuola media,2287
pranzo in casa,maschi,1996,6-24 anni,licenza di scuola media,2132
pranzo in casa,maschi,1997,6-24 anni,licenza di scuola media,2050
pranzo in casa,maschi,1998,6-24 anni,licenza di scuola media,1893
pranzo in casa,maschi,1999,6-24 anni,licenza di scuola media,1779
pranzo in casa,maschi,2000,6-24 anni,licenza di scuola media,1728
pranzo in casa,maschi,2001,6-24 anni,licenza di scuola media,1652
pranzo in casa,maschi,2002,6-24 anni,licenza di scuola media,1660
pranzo in casa,maschi,2003,6-24 anni,licenza di scuola media,1685
pranzo in casa,maschi,2005,6-24 anni,licenza di scuola media,1665
pranzo in casa,maschi,2006,6-24 anni,licenza di scuola media,1648
pranzo in casa,maschi,2007,6-24 anni,licenza di scuola media,1608
pranzo in casa,maschi,2008,6-24 anni,licenza di scuola media,1652
pranzo in casa,maschi,2009,6-24 anni,licenza di scuola media,1662
pranzo in casa,maschi,2010,6-24 anni,licenza di scuola media,1659
pranzo in casa,maschi,2011,6-24 anni,licenza di scuola media,1547
pranzo in casa,maschi,2012,6-24 anni,licenza di scuola media,1570
pranzo in casa,maschi,2013,6-24 anni,licenza di scuola media,1610
pranzo in casa,maschi,2014,6-24 anni,licenza di scuola media,1652
pranzo in casa,maschi,2015,6-24 anni,licenza di scuola media,1537
pranzo in casa,maschi,2016,6-24 anni,licenza di scuola media,1487
pranzo in casa,maschi,2017,6-24 anni,licenza di scuola media,1460
pranzo in casa,maschi,2018,6-24 anni,licenza di scuola media,1509
pranzo in casa,maschi,2019,6-24 anni,licenza di scuola media,1527
pranzo in casa,maschi,2020,6-24 anni,licenza di scuola media,1593
pranzo in casa,maschi,2021,6-24 anni,licenza di scuola media,1505
pranzo in casa,maschi,2022,6-24 anni,licenza di scuola media,1339
pranzo in casa,maschi,2023,6-24 anni,licenza di scuola media,1485
pranzo in casa,maschi,1993,6 anni e più,licenza di scuola media,6673
pranzo in casa,maschi,1994,6 anni e più,licenza di scuola media,6454
pranzo in casa,maschi,1995,6 anni e più,licenza di scuola media,6494
pranzo in casa,maschi,1996,6 anni e più,licenza di scuola media,6312
pranzo in casa,maschi,1997,6 anni e più,licenza di scuola media,6232
pranzo in casa,maschi,1998,6 anni e più,licenza di scuola media,6022
pranzo in casa,maschi,1999,6 anni e più,licenza di scuola media,6023
pranzo in casa,maschi,2000,6 anni e più,licenza di scuola media,5797
pranzo in casa,maschi,2001,6 anni e più,licenza di scuola media,5988
pranzo in casa,maschi,2002,6 anni e più,licenza di scuola media,5969
pranzo in casa,maschi,2003,6 anni e più,licenza di scuola media,6042
pranzo in casa,maschi,2005,6 anni e più,licenza di scuola media,6304
pranzo in casa,maschi,2006,6 anni e più,licenza di scuola media,6363
pranzo in casa,maschi,2007,6 anni e più,licenza di scuola media,6199
pranzo in casa,maschi,2008,6 anni e più,licenza di scuola media,6261
pranzo in casa,maschi,2009,6 anni e più,licenza di scuola media,6359
pranzo in casa,maschi,2010,6 anni e più,licenza di scuola media,6332
pranzo in casa,maschi,2011,6 anni e più,licenza di scuola media,6424
pranzo in casa,maschi,2012,6 anni e più,licenza di scuola media,6333
pranzo in casa,maschi,2013,6 anni e più,licenza di scuola media,6606
pranzo in casa,maschi,2014,6 anni e più,licenza di scuola media,6771
pranzo in casa,maschi,2015,6 anni e più,licenza di scuola media,6580
pranzo in casa,maschi,2016,6 anni e più,licenza di scuola media,6231
pranzo in casa,maschi,2017,6 anni e più,licenza di scuola media,6564
pranzo in casa,maschi,2018,6 anni e più,licenza di scuola media,6520
pranzo in casa,maschi,2019,6 anni e più,licenza di scuola media,6664
pranzo in casa,maschi,2020,6 anni e più,licenza di scuola media,6872
pranzo in casa,maschi,2021,6 anni e più,licenza di scuola media,6335
pranzo in casa,maschi,2022,6 anni e più,licenza di scuola media,6162
pranzo in casa,maschi,2023,6 anni e più,licenza di scuola media,6176
pranzo sul posto di lavoro,maschi,1993,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo sul posto di lavoro,maschi,1994,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo sul posto di lavoro,maschi,1995,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo sul posto di lavoro,maschi,1996,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo sul posto di lavoro,maschi,1997,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",307
pranzo sul posto di lavoro,maschi,1998,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",357
pranzo sul posto di lavoro,maschi,1999,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",310
pranzo sul posto di lavoro,maschi,2000,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",345
pranzo sul posto di lavoro,maschi,2001,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",274
pranzo sul posto di lavoro,maschi,2002,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",286
pranzo sul posto di lavoro,maschi,2003,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",286
pranzo sul posto di lavoro,maschi,2005,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",231
pranzo sul posto di lavoro,maschi,2006,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",222
pranzo sul posto di lavoro,maschi,2007,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",243
pranzo sul posto di lavoro,maschi,2008,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",207
pranzo sul posto di lavoro,maschi,2009,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",220
pranzo sul posto di lavoro,maschi,2010,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",151
pranzo sul posto di lavoro,maschi,2011,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",177
pranzo sul posto di lavoro,maschi,2012,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",179
pranzo sul posto di lavoro,maschi,2013,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",149
pranzo sul posto di lavoro,maschi,2014,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",116
pranzo sul posto di lavoro,maschi,2015,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",108
pranzo sul posto di lavoro,maschi,2016,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",161
pranzo sul posto di lavoro,maschi,2017,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",165
pranzo sul posto di lavoro,maschi,2018,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",126
pranzo sul posto di lavoro,maschi,2019,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",134
pranzo sul posto di lavoro,maschi,2020,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",87
pranzo sul posto di lavoro,maschi,2021,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",131
pranzo sul posto di lavoro,maschi,2022,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",104
pranzo sul posto di lavoro,maschi,2023,6 anni e più,"licenza di scuola elementare, nessun titolo di studio",114
colazione adeguata (con latte e/o del cibo),maschi,1993,65 anni e più,diploma,215
colazione adeguata (con latte e/o del cibo),maschi,1994,65 anni e più,diploma,274
colazione adeguata (con latte e/o del cibo),maschi,1995,65 anni e più,diploma,257
colazione adeguata (con latte e/o del cibo),maschi,1996,65 anni e più,diploma,339
colazione adeguata (con latte e/o del cibo),maschi,1997,65 anni e più,diploma,341
